start	end	mean.cov	effect.size
27351226	27353981	10.5648148148148	0.291175880505548
39065313	39066594	9.08888888888889	0.433007887747899
42480559	42481446	10.5833333333333	0.448937987484904
44906626	44909465	9.78703703703704	0.297848752089481
65739788	65752620	10.0849358974359	0.242152734081398
64724351	64725058	10.0333333333333	0.349693758518494
7322636	7323912	10.547619047619	0.362122827585709
10865639	10867109	9.28571428571428	0.289680447401291
42788283	42791271	9.51190476190476	0.165485505028872
51584996	51587968	9.53921568627451	0.42303315039317
40756056	40757098	9.56666666666667	0.255031753171489
35437067	35438388	9.75	0.234318350379522
41455536	41455967	10.3	0.419141221969712
67859676	67861800	10.7222222222222	0.205150632907628
63661740	63662929	11.75	0.162969294548795
32566035	32566654	11.7222222222222	0.299621873576578
34392437	34394720	10.0490196078431	0.28842335562513
51545161	51546954	10.7380952380952	0.349144905009146
67368371	67370589	10.3076923076923	0.436039796586744
50042724	50044061	11.4259259259259	0.254311267493153
7637152	7638191	9.63333333333333	0.226357170741198
73966451	73977417	10.5923913043478	0.221695649131021
4702171	4703396	11.7083333333333	0.347187500802164
53067493	53072468	11.568306010929	0.224456151658193
5913455	5913637	9.23809523809524	0.301620944484854
56416651	56437026	9.25176056338028	0.424865678036198
20356127	20358701	10.5588235294118	0.345535098648558
49408832	49410715	9.59722222222222	0.450490168314562
27189575	27192544	10.719298245614	0.378839635534816
28159884	28160828	9.22222222222222	0.246204530165078
32628890	32629903	10.9666666666667	0.326993226384714
24986416	24989189	10.6666666666667	0.271737152579564
31242208	31242745	10.3095238095238	0.443535988518467
73422330	73423431	9.36458333333333	0.38467033575787
76195321	76197533	10.0961538461538	0.331479488356966
32814965	32816007	11.0416666666667	0.308073515788885
25214276	25218323	10.5185185185185	0.374385559946366
26820417	26821393	10.547619047619	0.436750825316008
36343080	36343943	6.58333333333333	0.317790665248478
62378524	62378981	9.29166666666667	0.449308349575088
41146300	41152551	10.7171717171717	0.327451355386736
66535689	66539598	9.28666666666667	0.232028988452333
25486478	25487486	7.2	0.231716955461974
3187163	3192257	9.93710691823899	0.178881023453586
30980681	30983883	10.9385964912281	0.241557704196774
52248564	52249255	9.35185185185185	0.235283538381363
69071807	69073370	11.6145833333333	0.262719459446446
32981965	32982819	11.1041666666667	0.172794789801805
71790108	71791732	10.8666666666667	0.3572366957622
30830656	30831537	10.2619047619048	0.217903812649101
61238023	61238609	11.1904761904762	0.321876821560478
39044529	39046720	10.4803921568627	0.298079069249932
38007490	38013696	9.5891472868217	0.278691841727997
55077581	55078887	6.86363636363636	0.257286374111339
75107880	75126352	9.888	0.383107763075374
62340448	62344091	10.9210526315789	0.447101459209416
57294453	57295945	9.13492063492063	0.320298639869618
44953886	44955782	10.4666666666667	0.341444833421501
61533884	61534349	10.5208333333333	0.203399062413611
37898235	37898626	12.3	0.309335310143575
62915538	62924683	10.3943661971831	0.249938098123461
53174634	53178468	11.6182795698925	0.255867675875394
31394943	31402612	8.28787878787879	0.371755567596596
33888212	33896639	10.0569620253165	0.201768229544542
31692762	31693401	8.16666666666667	0.419399468989143
53420948	53424359	10.1358024691358	0.35510973801885
24212768	24226493	9.8859649122807	0.395736375133304
68077018	68089571	9.50612745098039	0.316911520878281
8225584	8226322	10.75	0.177060123503147
1335264	1336036	6.61111111111111	0.354126837071445
38099575	38099946	10.1666666666667	0.362218494865565
43123782	43129606	10.125786163522	0.309542209972803
63954975	63959900	8.46078431372549	0.322316837350459
51612734	51613606	10.3181818181818	0.297986792387959
48816012	48817285	8.90909090909091	0.379438364177617
50238355	50245184	10.113475177305	0.234570405734449
62925863	62926763	9.21428571428571	0.177364231263966
41762531	41767642	11.6166666666667	0.187282979200417
6504858	6510911	10.0483870967742	0.32146434578173
47658556	47659176	10.8333333333333	0.313584484519463
15187868	15188869	5.56060606060606	0.326563359590865
41014097	41016886	10.9404761904762	0.319927714543533
28838522	28844022	9.28846153846154	0.269895125815256
14622715	14623455	8.44444444444444	0.334885502478345
63334015	63336114	9.14705882352941	0.233938691397647
56100958	56102057	6.88888888888889	0.256936356765013
49595807	49596248	12.0208333333333	0.412522371431608
43787633	43789064	8.625	0.20938973812486
44811154	44814920	10.3333333333333	0.41534015473912
49162565	49164769	10.75	0.406588980231465
38021696	38022652	11.1875	0.198795644605339
9380358	9383485	9.1304347826087	0.307645936026684
61301431	61302090	9.47916666666667	0.271067950820721
62790788	62792471	12.7222222222222	0.243293876957656
51387957	51392724	10.7068965517241	0.276523279038928
28202735	28204038	10.4583333333333	0.292724800125157
49586886	49587932	12.5185185185185	0.311685784965626
65679628	65679854	7.5	0.37095373211693
77024429	77027590	9.14166666666667	0.42410344416434
39192808	39193972	11.4	0.441428970831076
